traveling_time,waiting_time,headway
1189,220,145.0
1283,220,147.0
1040,200,3.9899999999979627
1120,140,24.989999999997963
148,100,2.9899999999979627
161,280,62.0
401,220,60.0
161,180,-34.0
401,180,-84.0
401,80,-44.0
977,80,-48.0
1577,80,-51.0
607,329,-3.0
890,309,-22.0
78,209,21.0
953,169,2.0
1977,129,26.0
1977,89,31.0
1742,49,38.0
586,203,-2.0
1871,203,-20.0
1336,123,-8.0
586,103,-14.010000000002037
1279,83,-4.010000000002037
1871,43,-19.010000000002037
906,277,-31.010000000002037
1048,237,-31.010000000002037
906,117,-8.0
1048,97,8.0
1176,97,-95.0
1311,17,-83.0
1389,312,-75.0
1110,292,37.0
1306,12,41.0
1115,343,54.0
1047,283,19.0
491,243,51.0
201,143,61.0
1578,143,145.0
1165,331,189.0
1231,311,267.0
1483,271,250.0
2060,171,-35.01000000000204
1543,91,1.9899999999979627
720,51,-15.010000000002037
1326,324,0.9899999999979627
1326,264,22.989999999997963
1083,184,3.9899999999979627
942,124,20.989999999997963
1502,317,26.989999999997963
1183,217,184.98999999999796
1339,157,190.98999999999796
1242,37,198.98999999999796
440,317,230.98999999999796
298,277,269.98999999999796
848,277,298.98999999999796
1679,257,364.98999999999796
646,217,361.98999999999796
1744,137,376.98999999999796
848,97,235.98999999999796
1679,97,239.98999999999796
531,17,250.98999999999796
1570,277,0.0
888,257,0.0
148,237,0.0
888,237,0.0
1268,197,-26.99000000000001
1268,197,-32.99000000000001
1455,197,-32.99000000000001
148,137,-74.99000000000001
649,117,-20.99000000000001
789,117,-24.99000000000001
230,97,-42.99000000000001
554,37,11.009999999999991
146,338,24.00999999999999
1862,338,24.00999999999999
1022,198,172.01
458,118,174.01
377,98,127.00999999999999
1678,58,127.00999999999999
1237,18,259.0100000000002
138,57,271.0100000000002
142,332,4.989999999999782
142,272,-44.01000000000022
1652,172,-28.01000000000022
1116,152,-42.01000000000022
555,132,-81.01000000000022
855,112,-89.0
678,360,-93.0
1529,360,-89.0
1529,160,-119.0
64,20,-105.0
405,0,-74.0
154,263,-130.0
690,263,-126.0
154,203,-138.0
905,203,-174.0
2030,123,-82.0
336,261,-67.0
1689,81,-125.0
72,427,-112.0
1152,427,-204.0
503,387,1.9899999999997817
72,347,15.989999999999782
503,287,-186.01000000000022
294,187,-192.01000000000022
503,167,-107.0
682,107,-74.0
1738,107,-123.0
1836,107,-122.0
1662,7,54.0
78,244,91.0
684,204,226.0
1715,184,240.0
293,124,222.0
377,104,224.0
1355,84,226.0
1621,44,206.0
1138,305,289.0
1319,225,279.0
1319,185,284.0
340,105,139.0
340,85,-27.01000000000022
1680,85,68.98999999999978
1680,65,84.98999999999978
91,5,73.98999999999978
1039,304,213.0
1247,224,207.0
518,144,215.0
142,124,256.0
1098,24,281.0
924,360,279.0
1027,320,247.0
1832,240,284.0
154,220,283.0
834,200,285.0
834,180,281.0
1566,100,292.0
1488,20,291.0
1067,183,271.0
1427,143,321.0
745,103,371.0
1956,3,2.9899999999997817
728,364,49.98999999999978
1632,344,55.98999999999978
1395,244,71.98999999999978
1147,204,136.0
1395,184,177.0
1570,44,197.0
1828,365,277.0
107,264,354.0
1320,244,381.0
746,104,414.0
746,84,427.0
1417,24,438.0
1070,286,524.0
2100,146,493.0
1416,66,471.0
898,304,467.0
1238,304,486.0
569,244,571.0
1459,84,613.0
1778,44,88.98999999999978
2095,340,104.98999999999978
998,180,126.98999999999978
1335,283,136.98999999999978
1670,243,216.0
1174,223,176.0
1174,123,217.0
899,103,211.0
2017,43,216.0
800,360,257.0
1148,300,233.0
1694,300,215.0
800,180,185.0
1599,20,74.0
1588,237,50.0
1472,197,129.0
1833,177,113.0
1013,304,101.0
500,224,104.0
1197,204,109.0
1440,84,17.98999999999978
1368,44,25.98999999999978
434,24,1.9899999999997817
146,4,7.989999999999782
1254,427,21.0
